skenario,kode_kab_kota,kabupaten_kota_normalized,provinsi_normalized,priority_score,rank,in_top10
Fokus cakupan,5314,Rote Ndao,Nusa Tenggara Timur,33.40352636626905,36,False
Fokus cakupan,5315,Manggarai Barat,Nusa Tenggara Timur,30.784455428725717,60,False
Fokus cakupan,5316,Nagekeo,Nusa Tenggara Timur,23.52737944685879,161,False
Fokus cakupan,5317,Sumba Tengah,Nusa Tenggara Timur,42.163906765959766,7,True
Fokus cakupan,5318,Sumba Barat Daya,Nusa Tenggara Timur,44.4670622783841,4,True
Fokus cakupan,5319,Manggarai Timur,Nusa Tenggara Timur,40.93968990286274,10,True
Fokus cakupan,5320,Sabu Raijua,Nusa Tenggara Timur,39.1491192422889,12,False
Fokus cakupan,5371,Kupang,Nusa Tenggara Timur,25.670384702808022,110,False
Fokus cakupan,6101,Sambas,Kalimantan Barat,31.63519462542644,51,False
Fokus cakupan,6102,Mempawah,Kalimantan Barat,21.792986427262864,201,False
Fokus cakupan,6103,Sanggau,Kalimantan Barat,15.453656951905597,345,False
Fokus cakupan,6104,Ketapang,Kalimantan Barat,16.742518533560077,312,False
Fokus cakupan,6105,Sintang,Kalimantan Barat,24.80807091783055,128,False
Fokus cakupan,6107,Bengkayang,Kalimantan Barat,18.442499905650457,275,False
Fokus cakupan,6108,Landak,Kalimantan Barat,26.144396146170486,102,False
Fokus cakupan,6109,Sekadau,Kalimantan Barat,13.738639507747779,366,False
Fokus cakupan,6111,Kayong Utara,Kalimantan Barat,20.82480675601087,222,False
Fokus cakupan,6112,Kubu Raya,Kalimantan Barat,24.99930176323852,123,False
Fokus cakupan,6171,Pontianak,Kalimantan Barat,22.25387336631249,182,False
Fokus cakupan,6172,Singkawang,Kalimantan Barat,20.68418861257824,227,False
Fokus cakupan,6201,Waringin Barat,Kalimantan Tengah,18.913514337777062,265,False
Fokus cakupan,6204,Barito Selatan,Kalimantan Tengah,26.300662484845912,97,False
Fokus cakupan,6205,Barito Utara,Kalimantan Tengah,15.652101392601743,338,False
Fokus cakupan,6207,Seruyan,Kalimantan Tengah,27.214188157112563,92,False
Fokus cakupan,6208,Sukamara,Kalimantan Tengah,18.287469850217228,281,False
Fokus cakupan,6210,Gunung Mas,Kalimantan Tengah,17.32957345259587,296,False
Fokus cakupan,6211,Pulang Pisau,Kalimantan Tengah,19.776222594121432,247,False
Fokus cakupan,6212,Murung Raya,Kalimantan Tengah,19.111846741852485,256,False
Fokus cakupan,6213,Barito Timur,Kalimantan Tengah,16.707954410213052,313,False
Fokus cakupan,6271,Palangka Raya,Kalimantan Tengah,15.350771732586983,347,False
Fokus cakupan,6302,Baru,Kalimantan Selatan,20.629003695991162,228,False
Fokus cakupan,6303,Banjar,Kalimantan Selatan,25.956238844604677,108,False
Fokus cakupan,6304,Barito Kuala,Kalimantan Selatan,12.752891603732026,375,False
Fokus cakupan,6305,Tapin,Kalimantan Selatan,9.033936394960648,399,False
Fokus cakupan,6308,Hulu Sungai Utara,Kalimantan Selatan,21.43969040118979,209,False
Fokus cakupan,6310,Tanah Bumbu,Kalimantan Selatan,16.388759947741537,319,False
Fokus cakupan,6311,Balangan,Kalimantan Selatan,12.728454002111034,377,False
Fokus cakupan,6371,Banjarmasin,Kalimantan Selatan,20.8234502311068,223,False
Fokus cakupan,6372,Banjar Baru,Kalimantan Selatan,13.196309472449528,369,False
Fokus cakupan,6401,Paser,Kalimantan Timur,19.0727974657041,260,False
Fokus cakupan,6402,Kutai Kertanegara,Kalimantan Timur,14.611996223059363,356,False
Fokus cakupan,6403,Berau,Kalimantan Timur,16.394724703464192,318,False
Fokus cakupan,6407,Kutai Barat,Kalimantan Timur,27.137611197273465,94,False
Fokus cakupan,6408,Kutai Timur,Kalimantan Timur,26.049975719724095,105,False
Fokus cakupan,6409,Penajam Paser Utara,Kalimantan Timur,20.426950311633792,231,False
Fokus cakupan,6411,Mahakam Ulu,Kalimantan Timur,24.83947773078225,126,False
Fokus cakupan,6471,Balikpapan,Kalimantan Timur,18.484501410155,271,False
Fokus cakupan,6472,Samarinda,Kalimantan Timur,16.29780989007396,321,False
Fokus cakupan,6474,Bontang,Kalimantan Timur,13.986268239165446,362,False
Fokus cakupan,6502,Malinau,Kalimantan Utara,21.92586987634138,195,False
Fokus cakupan,6504,Tana Tidung,Kalimantan Utara,10.205028728626834,395,False
Fokus cakupan,6571,Tarakan,Kalimantan Utara,10.573513352533029,393,False
Fokus cakupan,7101,Bolaang Mongondow,Sulawesi Utara,16.516497719509438,316,False
Fokus cakupan,7102,Minahasa,Sulawesi Utara,15.274874409851734,349,False
Fokus cakupan,7103,Kepulauan Sangihe,Sulawesi Utara,24.995641206704626,124,False
Fokus cakupan,7104,Kepulauan Talaud,Sulawesi Utara,12.107325049686036,382,False
Fokus cakupan,7105,Minahasa Selatan,Sulawesi Utara,20.044722563688115,239,False
Fokus cakupan,7106,Minahasa Utara,Sulawesi Utara,13.823110155024303,365,False
Fokus cakupan,7108,Bolaang Mongondow Utara,Sulawesi Utara,18.839102253547026,266,False
Fokus cakupan,7109,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,22.215174445874016,183,False
Fokus cakupan,7111,Bolaang Mongondow Selatan,Sulawesi Utara,18.45767633986272,274,False
Fokus cakupan,7171,Manado,Sulawesi Utara,15.396621996816261,346,False
Fokus cakupan,7172,Bitung,Sulawesi Utara,17.061158610711676,306,False
Fokus cakupan,7173,Tomohon,Sulawesi Utara,8.502288561341562,401,False
Fokus cakupan,7174,Kotamobago,Sulawesi Utara,17.16228504320647,302,False
Fokus cakupan,7201,Banggai,Sulawesi Tengah,23.94236847881516,149,False
Fokus cakupan,7202,Poso,Sulawesi Tengah,20.20665173385529,236,False
Fokus cakupan,7203,Donggala,Sulawesi Tengah,28.765899028386414,75,False
Fokus cakupan,7204,Toli-Toli,Sulawesi Tengah,25.234468822446537,118,False
Fokus cakupan,7205,Buol,Sulawesi Tengah,28.33269497236744,77,False
Fokus cakupan,7206,Morowali,Sulawesi Tengah,21.49779931484745,208,False
Fokus cakupan,7207,Banggai Kepulauan,Sulawesi Tengah,30.928224320828754,58,False
Fokus cakupan,7208,Parigi Moutong,Sulawesi Tengah,22.128934773325398,187,False
Fokus cakupan,7209,Tojo Una Una,Sulawesi Tengah,17.305438725959224,298,False
Fokus cakupan,7210,Sigi,Sulawesi Tengah,27.35759655361053,87,False
Fokus cakupan,7211,Banggai Laut,Sulawesi Tengah,31.226833412382042,54,False
Fokus cakupan,7212,Morowali Utara,Sulawesi Tengah,19.53865456501203,251,False
Fokus cakupan,7271,Palu,Sulawesi Tengah,20.81308720878962,224,False
Fokus cakupan,7301,Selayar,Sulawesi Selatan,24.527046402137074,134,False
Fokus cakupan,7302,Bulukumba,Sulawesi Selatan,22.56042438100436,176,False
Fokus cakupan,7303,Bantaeng,Sulawesi Selatan,17.325006898816948,297,False
Fokus cakupan,7304,Jeneponto,Sulawesi Selatan,30.27256984954984,66,False
Fokus cakupan,7306,Gowa,Sulawesi Selatan,16.25697234406669,324,False
Fokus cakupan,7308,Bone,Sulawesi Selatan,23.106476556470664,168,False
Fokus cakupan,7310,Pangkajene dan Kepulauan,Sulawesi Selatan,26.350945418651783,96,False
Fokus cakupan,7311,Barru,Sulawesi Selatan,21.638335616031092,205,False
Fokus cakupan,7312,Soppeng,Sulawesi Selatan,22.27645556210397,181,False
Fokus cakupan,7313,Wajo,Sulawesi Selatan,17.21115756885926,300,False
Fokus cakupan,7315,Pinrang,Sulawesi Selatan,19.085717652830024,258,False
Fokus cakupan,7316,Enrekang,Sulawesi Selatan,30.74466361066816,61,False
Fokus cakupan,7318,Tana Toraja,Sulawesi Selatan,24.879599681626296,125,False
Fokus cakupan,7322,Luwu Utara,Sulawesi Selatan,24.496112413759313,137,False
Fokus cakupan,7324,Luwu Timur,Sulawesi Selatan,16.77172161355752,311,False
Fokus cakupan,7326,Toraja Utara,Sulawesi Selatan,23.71297687043122,158,False
Fokus cakupan,7371,Makasar,Sulawesi Selatan,23.902328831546754,154,False
Fokus cakupan,7372,Pare-Pare,Sulawesi Selatan,20.023237118296688,240,False
Fokus cakupan,7373,Palopo,Sulawesi Selatan,19.267452738314486,254,False
Fokus cakupan,7401,Kolaka,Sulawesi Tenggara,22.686946106598793,174,False
Fokus cakupan,7402,Konawe,Sulawesi Tenggara,22.310720229774418,180,False
Fokus cakupan,7403,Muna,Sulawesi Tenggara,23.935513042902286,150,False
Fokus cakupan,7404,Buton,Sulawesi Tenggara,28.115072452950816,78,False
Fokus cakupan,7406,Bombana,Sulawesi Tenggara,19.0640101858329,262,False
Fokus cakupan,7407,Wakatobi,Sulawesi Tenggara,30.158121854944778,67,False
Fokus cakupan,7409,Konawe Utara,Sulawesi Tenggara,25.124228372848624,121,False
Fokus cakupan,7410,Buton Utara,Sulawesi Tenggara,28.501936790058345,76,False
Fokus cakupan,7411,Kolaka Timur,Sulawesi Tenggara,19.0899949364809,257,False
Fokus cakupan,7412,Konawe Kepulauan,Sulawesi Tenggara,30.62170700459776,62,False
Fokus cakupan,7413,Muna Barat,Sulawesi Tenggara,26.15432502024957,101,False
Fokus cakupan,7414,Buton Tengah,Sulawesi Tenggara,30.334659684566326,64,False
Fokus cakupan,7415,Buton Selatan,Sulawesi Tenggara,34.474152281758826,27,False
Fokus cakupan,7471,Kendari,Sulawesi Tenggara,19.66303041466342,248,False
Fokus cakupan,7472,Bau-Bau,Sulawesi Tenggara,22.09271942115855,189,False
Fokus cakupan,7501,Gorontalo,Gorontalo,27.434417235735427,86,False
Fokus cakupan,7502,Boalemo,Gorontalo,12.482094138426957,379,False
Fokus cakupan,7503,Bone Bolango,Gorontalo,22.089286709264073,191,False
Fokus cakupan,7504,Pohuwato,Gorontalo,18.30703801445276,280,False
Fokus cakupan,7505,Gorontalo Utara,Gorontalo,24.38774449714254,139,False
Fokus cakupan,7571,Gorontalo,Gorontalo,24.11152301368772,144,False
Fokus cakupan,7601,Mamuju Utara,Sulawesi Barat,32.29760980649979,44,False
Fokus cakupan,7602,Mamuju,Sulawesi Barat,29.392217592870743,70,False
Fokus cakupan,7603,Mamasa,Sulawesi Barat,32.94334236358393,40,False
Fokus cakupan,7604,Polewali Mandar,Sulawesi Barat,30.964757696215088,57,False
Fokus cakupan,7606,Mamuju Tengah,Sulawesi Barat,22.784804139325626,173,False
Fokus cakupan,8101,Maluku Tengah,Maluku,26.079203576442524,104,False
Fokus cakupan,8102,Maluku Tenggara,Maluku,34.3783056040352,29,False
Fokus cakupan,8103,Kepulauan Tanimbar,Maluku,34.09031153294776,32,False
Fokus cakupan,8104,Buru,Maluku,23.910572985066285,152,False
Fokus cakupan,8105,Seram Bagian Timur,Maluku,30.303146365711836,65,False
Fokus cakupan,8106,Seram Bagian Barat,Maluku,34.556068850178356,26,False
Fokus cakupan,8107,Kepulauan Aru,Maluku,38.20279006397387,14,False
Fokus cakupan,8108,Maluku Barat Daya,Maluku,32.19500404839863,45,False
Fokus cakupan,8109,Buru Selatan,Maluku,34.3663175182229,30,False
Fokus cakupan,8171,Ambon,Maluku,15.508565537840951,344,False
Fokus cakupan,8172,Tual,Maluku,30.92801101912482,59,False
Fokus cakupan,8201,Halmahera Barat,Maluku Utara,24.678551568685123,130,False
Fokus cakupan,8203,Halmahera Utara,Maluku Utara,16.832543208804633,309,False
Fokus cakupan,8204,Halmahera Selatan,Maluku Utara,31.1944968668252,55,False
Fokus cakupan,8206,Halmahera Timur,Maluku Utara,22.20827462583353,184,False
Fokus cakupan,8208,Pulau Taliabu,Maluku Utara,27.325644030436973,89,False
Fokus cakupan,8271,Ternate,Maluku Utara,12.163415458755164,381,False
Fokus cakupan,8272,Tidore Kepulauan,Maluku Utara,16.001334561267825,328,False
Fokus cakupan,9103,Jayapura,Papua,21.203930326079753,212,False
Fokus cakupan,9105,Kepulauan Yapen,Papua,35.05886734126699,24,False
Fokus cakupan,9110,Sarmi,Papua,24.57101203871318,132,False
Fokus cakupan,9115,Waropen,Papua,30.62025612990948,63,False
Fokus cakupan,9119,Supiori,Papua,50.986333163502536,1,True
Fokus cakupan,9120,Mamberamo Raya,Papua,41.447862150631494,8,True
Fokus cakupan,9301,Merauke,Papua,17.252958867393378,299,False
Fokus cakupan,9201,Sorong,Papua Barat,32.93768634594011,41,False
Fokus cakupan,9202,Manokwari,Papua Barat,28.09420723599255,79,False
Fokus cakupan,9203,Fak-Fak,Papua Barat,31.584375979448918,52,False
Fokus cakupan,9204,Sorong Selatan,Papua Barat,33.80206761874126,35,False
Fokus cakupan,9205,Raja Ampat,Papua Barat,37.25858785615196,16,False
Fokus cakupan,9206,Teluk Bintuni,Papua Barat,34.7839170538622,25,False
Fokus cakupan,9207,Teluk Wondama,Papua Barat,42.512474324642746,6,True
Fokus cakupan,9208,Kaimana,Papua Barat,24.43019764825016,138,False
Fokus cakupan,9211,Manokwari Selatan,Papua Barat,32.14275516349702,46,False
Fokus cakupan,9212,Pegunungan Arfak,Papua Barat,47.60384685221183,3,True
